Index,Scenario,Ordering
2133,"{'right': 'crosswalk', 'down': 'white_car_turn_left', 'left': 'red_car_straight', 'up': 'green_car_turn_right', 'priority_ruling': 'none_no'}","[['crosswalk', 'green'], ['white'], ['red']]"
2134,"{'right': 'crosswalk', 'down': 'green_car_turn_right', 'left': 'red_car_straight', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['crosswalk'], ['green'], ['red']]"
2135,"{'right': 'green_car_turn_left', 'down': 'empty', 'left': 'red_car_turn_left', 'up': 'white_car_straight', 'priority_ruling': 'stop_vertical'}","[['green', 'red'], ['white']]"
2136,"{'right': 'empty', 'down': 'empty', 'left': 'green_car_turn_left', 'up': 'crosswalk', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk'], ['green']]"
2137,"{'right': 'crosswalk', 'down': 'white_car_turn_right', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['crosswalk'], ['white']]"
2138,"{'right': 'green_car_straight', 'down': 'empty', 'left': 'red_car_turn_right', 'up': 'crosswalk', 'priority_ruling': 'triangles_vertical'}","[['green', 'red', 'crosswalk']]"
2139,"{'right': 'empty', 'down': 'green_car_straight', 'left': 'white_car_turn_left', 'up': 'crosswalk', 'priority_ruling': 'stop_horizontal'}","[['crosswalk'], ['green'], ['white']]"
2140,"{'right': 'empty', 'down': 'red_car_straight', 'left': 'empty', 'up': 'white_car_turn_right', 'priority_ruling': 'triangles_horizontal'}","[['red', 'white']]"
2141,"{'right': 'red_car_straight', 'down': 'empty', 'left': 'empty', 'up': 'green_car_turn_left', 'priority_ruling': 'triangles_horizontal'}","[['green'], ['red']]"
2142,"{'right': 'empty', 'down': 'green_car_straight', 'left': 'white_car_straight', 'up': 'red_car_turn_left', 'priority_ruling': 'none_no'}","[['green'], ['white'], ['red']]"
2143,"{'right': 'green_car_straight', 'down': 'crosswalk', 'left': 'white_car_turn_right', 'up': 'red_car_turn_left', 'priority_ruling': 'triangles_horizontal'}","[['red', 'crosswalk'], ['green', 'white']]"
2144,"{'right': 'crosswalk', 'down': 'green_car_turn_right', 'left': 'white_car_turn_left', 'up': 'empty', 'priority_ruling': 'none_no'}","[['crosswalk'], ['green'], ['white']]"
2145,"{'right': 'red_car_turn_right', 'down': 'green_car_turn_right', 'left': 'empty', 'up': 'white_car_turn_left', 'priority_ruling': 'triangles_horizontal'}","[['green', 'red'], ['white']]"
2146,"{'right': 'empty', 'down': 'white_car_turn_left', 'left': 'green_car_turn_left', 'up': 'red_car_turn_right', 'priority_ruling': 'stop_horizontal'}","[['red'], ['white'], ['green']]"
2147,"{'right': 'empty', 'down': 'red_car_turn_right', 'left': 'crosswalk', 'up': 'green_car_straight', 'priority_ruling': 'stop_vertical'}","[['red', 'crosswalk', 'green']]"
2148,"{'right': 'green_car_turn_right', 'down': 'crosswalk', 'left': 'empty', 'up': 'red_car_straight', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk', 'green'], ['red']]"
2149,"{'right': 'red_car_turn_left', 'down': 'empty', 'left': 'white_car_turn_right', 'up': 'green_car_turn_left', 'priority_ruling': 'none_no'}","[['white'], ['green'], ['red']]"
2150,"{'right': 'empty', 'down': 'green_car_straight', 'left': 'empty', 'up': 'red_car_straight', 'priority_ruling': 'none_no'}","[['green', 'red']]"
2151,"{'right': 'white_car_turn_left', 'down': 'empty', 'left': 'red_car_turn_left', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['white', 'red']]"
2152,"{'right': 'crosswalk', 'down': 'white_car_turn_right', 'left': 'empty', 'up': 'green_car_turn_left', 'priority_ruling': 'triangles_vertical'}","[['crosswalk'], ['white'], ['green']]"
2153,"{'right': 'crosswalk', 'down': 'white_car_turn_right', 'left': 'green_car_turn_right', 'up': 'red_car_turn_left', 'priority_ruling': 'stop_vertical'}","[['green', 'crosswalk'], ['white'], ['red']]"
2154,"{'right': 'red_car_turn_left', 'down': 'empty', 'left': 'green_car_turn_left', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['red', 'green']]"
2155,"{'right': 'green_car_straight', 'down': 'empty', 'left': 'red_car_turn_left', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['green', 'crosswalk'], ['red']]"
2156,"{'right': 'empty', 'down': 'white_car_straight', 'left': 'red_car_turn_right', 'up': 'crosswalk', 'priority_ruling': 'stop_vertical'}","[['crosswalk', 'red'], ['white']]"
2157,"{'right': 'green_car_turn_right', 'down': 'empty', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'stop_vertical'}","[['crosswalk'], ['green']]"
2158,"{'right': 'green_car_turn_left', 'down': 'white_car_turn_left', 'left': 'empty', 'up': 'red_car_straight', 'priority_ruling': 'none_no'}","[['red'], ['green'], ['white']]"
2159,"{'right': 'white_car_straight', 'down': 'crosswalk', 'left': 'red_car_turn_left', 'up': 'green_car_turn_right', 'priority_ruling': 'none_no'}","[['green', 'crosswalk'], ['white'], ['red']]"
2160,"{'right': 'empty', 'down': 'red_car_turn_left', 'left': 'empty', 'up': 'white_car_turn_left', 'priority_ruling': 'triangles_vertical'}","[['red', 'white']]"
2161,"{'right': 'empty', 'down': 'crosswalk', 'left': 'green_car_straight', 'up': 'white_car_straight', 'priority_ruling': 'none_no'}","[['crosswalk', 'green'], ['white']]"
2162,"{'right': 'crosswalk', 'down': 'white_car_turn_left', 'left': 'empty', 'up': 'green_car_turn_left', 'priority_ruling': 'triangles_vertical'}","[['crosswalk', 'white'], ['green']]"
2163,"{'right': 'red_car_turn_left', 'down': 'green_car_straight', 'left': 'empty', 'up': 'white_car_straight', 'priority_ruling': 'stop_horizontal'}","[['green', 'white'], ['red']]"
2164,"{'right': 'white_car_turn_right', 'down': 'crosswalk', 'left': 'empty', 'up': 'green_car_straight', 'priority_ruling': 'none_no'}","[['crosswalk', 'white'], ['green']]"
2165,"{'right': 'white_car_straight', 'down': 'empty', 'left': 'red_car_straight', 'up': 'green_car_turn_left', 'priority_ruling': 'stop_horizontal'}","[['green'], ['white', 'red']]"
2166,"{'right': 'empty', 'down': 'crosswalk', 'left': 'red_car_straight', 'up': 'white_car_turn_left', 'priority_ruling': 'stop_vertical'}","[['red', 'crosswalk'], ['white']]"
2167,"{'right': 'white_car_turn_left', 'down': 'empty', 'left': 'green_car_turn_right', 'up': 'red_car_turn_right', 'priority_ruling': 'none_no'}","[['green', 'red'], ['white']]"
2168,"{'right': 'red_car_turn_left', 'down': 'crosswalk', 'left': 'green_car_turn_left', 'up': 'empty', 'priority_ruling': 'none_no'}","[['crosswalk', 'green'], ['red']]"
2169,"{'right': 'crosswalk', 'down': 'red_car_straight', 'left': 'empty', 'up': 'green_car_straight', 'priority_ruling': 'stop_horizontal'}","[['crosswalk', 'red', 'green']]"
2170,"{'right': 'green_car_turn_left', 'down': 'crosswalk', 'left': 'empty', 'up': 'white_car_turn_right', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk', 'white'], ['green']]"
2171,"{'right': 'red_car_turn_right', 'down': 'green_car_straight', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'none_no'}","[['red', 'crosswalk'], ['green']]"
2172,"{'right': 'empty', 'down': 'crosswalk', 'left': 'green_car_straight', 'up': 'white_car_turn_left', 'priority_ruling': 'triangles_horizontal'}","[['white', 'crosswalk'], ['green']]"
2173,"{'right': 'empty', 'down': 'red_car_turn_right', 'left': 'white_car_turn_left', 'up': 'green_car_turn_right', 'priority_ruling': 'triangles_vertical'}","[['white', 'green'], ['red']]"
2174,"{'right': 'crosswalk', 'down': 'empty', 'left': 'red_car_turn_right', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk', 'red']]"
2175,"{'right': 'red_car_turn_right', 'down': 'white_car_straight', 'left': 'green_car_straight', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['white'], ['red', 'green']]"
2176,"{'right': 'red_car_straight', 'down': 'empty', 'left': 'green_car_turn_right', 'up': 'crosswalk', 'priority_ruling': 'stop_horizontal'}","[['red', 'green', 'crosswalk']]"
2177,"{'right': 'green_car_turn_right', 'down': 'white_car_turn_right', 'left': 'crosswalk', 'up': 'red_car_turn_left', 'priority_ruling': 'none_no'}","[['white', 'green', 'crosswalk'], ['red']]"
2178,"{'right': 'red_car_turn_left', 'down': 'crosswalk', 'left': 'empty', 'up': 'white_car_straight', 'priority_ruling': 'none_no'}","[['crosswalk'], ['white'], ['red']]"
2179,"{'right': 'empty', 'down': 'red_car_turn_left', 'left': 'white_car_turn_left', 'up': 'empty', 'priority_ruling': 'none_no'}","[['red'], ['white']]"
2180,"{'right': 'crosswalk', 'down': 'red_car_straight', 'left': 'empty', 'up': 'white_car_turn_right', 'priority_ruling': 'stop_vertical'}","[['crosswalk', 'red', 'white']]"
2181,"{'right': 'white_car_straight', 'down': 'green_car_turn_left', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['white', 'crosswalk'], ['green']]"
2182,"{'right': 'white_car_turn_left', 'down': 'crosswalk', 'left': 'red_car_straight', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['crosswalk', 'red'], ['white']]"
2183,"{'right': 'red_car_turn_right', 'down': 'green_car_straight', 'left': 'crosswalk', 'up': 'white_car_turn_right', 'priority_ruling': 'none_no'}","[['red', 'crosswalk'], ['green', 'white']]"
2184,"{'right': 'crosswalk', 'down': 'empty', 'left': 'white_car_straight', 'up': 'green_car_straight', 'priority_ruling': 'stop_vertical'}","[['crosswalk'], ['white'], ['green']]"
2185,"{'right': 'green_car_straight', 'down': 'empty', 'left': 'crosswalk', 'up': 'white_car_turn_left', 'priority_ruling': 'none_no'}","[['crosswalk', 'white'], ['green']]"
2186,"{'right': 'white_car_turn_right', 'down': 'red_car_turn_right', 'left': 'green_car_turn_right', 'up': 'crosswalk', 'priority_ruling': 'stop_horizontal'}","[['crosswalk', 'red', 'green'], ['white']]"
2187,"{'right': 'crosswalk', 'down': 'red_car_turn_right', 'left': 'green_car_turn_left', 'up': 'empty', 'priority_ruling': 'none_no'}","[['crosswalk'], ['red'], ['green']]"
2188,"{'right': 'red_car_straight', 'down': 'empty', 'left': 'white_car_turn_left', 'up': 'green_car_turn_right', 'priority_ruling': 'stop_horizontal'}","[['green'], ['red'], ['white']]"
2189,"{'right': 'empty', 'down': 'empty', 'left': 'red_car_turn_left', 'up': 'white_car_straight', 'priority_ruling': 'none_no'}","[['red'], ['white']]"
2190,"{'right': 'white_car_straight', 'down': 'green_car_straight', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['crosswalk'], ['white'], ['green']]"
2191,"{'right': 'red_car_turn_left', 'down': 'crosswalk', 'left': 'white_car_turn_right', 'up': 'green_car_turn_left', 'priority_ruling': 'stop_horizontal'}","[['green', 'crosswalk'], ['white'], ['red']]"
2192,"{'right': 'crosswalk', 'down': 'red_car_turn_left', 'left': 'empty', 'up': 'green_car_turn_right', 'priority_ruling': 'none_no'}","[['green', 'crosswalk'], ['red']]"
2193,"{'right': 'red_car_straight', 'down': 'empty', 'left': 'white_car_straight', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['red', 'white']]"
2194,"{'right': 'red_car_straight', 'down': 'white_car_turn_left', 'left': 'green_car_turn_right', 'up': 'crosswalk', 'priority_ruling': 'triangles_vertical'}","[['red', 'green', 'crosswalk'], ['white']]"
2195,"{'right': 'empty', 'down': 'empty', 'left': 'green_car_turn_left', 'up': 'red_car_turn_right', 'priority_ruling': 'stop_vertical'}","[['green', 'red']]"
2196,"{'right': 'empty', 'down': 'white_car_turn_left', 'left': 'empty', 'up': 'green_car_turn_right', 'priority_ruling': 'triangles_horizontal'}","[['green'], ['white']]"
2197,"{'right': 'empty', 'down': 'red_car_turn_left', 'left': 'crosswalk', 'up': 'green_car_turn_right', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk'], ['green'], ['red']]"
2198,"{'right': 'red_car_straight', 'down': 'green_car_turn_right', 'left': 'white_car_straight', 'up': 'empty', 'priority_ruling': 'none_no'}","[['green', 'red'], ['white']]"
2199,"{'right': 'crosswalk', 'down': 'red_car_straight', 'left': 'green_car_turn_left', 'up': 'white_car_turn_right', 'priority_ruling': 'none_no'}","[['red', 'crosswalk', 'white'], ['green']]"
2200,"{'right': 'red_car_turn_left', 'down': 'empty', 'left': 'green_car_turn_left', 'up': 'crosswalk', 'priority_ruling': 'stop_vertical'}","[['crosswalk', 'red'], ['green']]"
2201,"{'right': 'red_car_turn_left', 'down': 'empty', 'left': 'green_car_straight', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['green', 'crosswalk'], ['red']]"
2202,"{'right': 'white_car_straight', 'down': 'crosswalk', 'left': 'green_car_straight', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['white', 'crosswalk', 'green']]"
2203,"{'right': 'white_car_turn_right', 'down': 'empty', 'left': 'crosswalk', 'up': 'red_car_turn_left', 'priority_ruling': 'none_no'}","[['white', 'crosswalk', 'red']]"
2204,"{'right': 'white_car_turn_right', 'down': 'green_car_straight', 'left': 'empty', 'up': 'red_car_straight', 'priority_ruling': 'triangles_vertical'}","[['white', 'red'], ['green']]"
2205,"{'right': 'crosswalk', 'down': 'red_car_straight', 'left': 'empty', 'up': 'green_car_straight', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk', 'red', 'green']]"
2206,"{'right': 'green_car_straight', 'down': 'empty', 'left': 'white_car_turn_right', 'up': 'red_car_turn_right', 'priority_ruling': 'none_no'}","[['red', 'white'], ['green']]"
2207,"{'right': 'empty', 'down': 'empty', 'left': 'red_car_turn_left', 'up': 'white_car_turn_right', 'priority_ruling': 'stop_vertical'}","[['red', 'white']]"
2208,"{'right': 'red_car_straight', 'down': 'empty', 'left': 'crosswalk', 'up': 'white_car_turn_left', 'priority_ruling': 'none_no'}","[['crosswalk', 'white'], ['red']]"
2209,"{'right': 'white_car_turn_left', 'down': 'green_car_turn_left', 'left': 'red_car_turn_left', 'up': 'empty', 'priority_ruling': 'none_no'}","[['white'], ['green'], ['red']]"
2210,"{'right': 'red_car_turn_right', 'down': 'empty', 'left': 'empty', 'up': 'white_car_straight', 'priority_ruling': 'stop_horizontal'}","[['red', 'white']]"
2211,"{'right': 'empty', 'down': 'white_car_turn_right', 'left': 'green_car_turn_left', 'up': 'red_car_turn_right', 'priority_ruling': 'triangles_horizontal'}","[['white', 'red'], ['green']]"
2212,"{'right': 'white_car_turn_left', 'down': 'red_car_turn_right', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'stop_vertical'}","[['white', 'red', 'crosswalk']]"
2213,"{'right': 'green_car_turn_left', 'down': 'red_car_straight', 'left': 'crosswalk', 'up': 'white_car_turn_right', 'priority_ruling': 'triangles_vertical'}","[['green', 'crosswalk'], ['red', 'white']]"
2214,"{'right': 'white_car_turn_left', 'down': 'red_car_turn_right', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'none_no'}","[['white', 'red']]"
2215,"{'right': 'red_car_turn_left', 'down': 'white_car_turn_left', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['crosswalk'], ['white'], ['red']]"
2216,"{'right': 'empty', 'down': 'red_car_straight', 'left': 'crosswalk', 'up': 'green_car_straight', 'priority_ruling': 'stop_horizontal'}","[['red', 'crosswalk', 'green']]"
2217,"{'right': 'red_car_turn_right', 'down': 'green_car_turn_left', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['crosswalk'], ['red'], ['green']]"
2218,"{'right': 'green_car_turn_right', 'down': 'red_car_turn_left', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['green', 'crosswalk'], ['red']]"
2219,"{'right': 'crosswalk', 'down': 'empty', 'left': 'green_car_straight', 'up': 'red_car_turn_right', 'priority_ruling': 'none_no'}","[['crosswalk', 'red'], ['green']]"
2220,"{'right': 'green_car_turn_right', 'down': 'empty', 'left': 'crosswalk', 'up': 'red_car_straight', 'priority_ruling': 'triangles_vertical'}","[['green', 'crosswalk', 'red']]"
2221,"{'right': 'empty', 'down': 'red_car_straight', 'left': 'white_car_turn_right', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['red', 'white']]"
2222,"{'right': 'white_car_turn_right', 'down': 'empty', 'left': 'red_car_straight', 'up': 'empty', 'priority_ruling': 'none_no'}","[['white', 'red']]"
2223,"{'right': 'white_car_straight', 'down': 'green_car_turn_right', 'left': 'crosswalk', 'up': 'red_car_turn_left', 'priority_ruling': 'stop_vertical'}","[['crosswalk', 'green'], ['white'], ['red']]"
2224,"{'right': 'green_car_turn_right', 'down': 'crosswalk', 'left': 'white_car_turn_left', 'up': 'red_car_turn_left', 'priority_ruling': 'stop_vertical'}","[['green', 'crosswalk'], ['white'], ['red']]"
2225,"{'right': 'green_car_straight', 'down': 'red_car_turn_right', 'left': 'white_car_turn_left', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['green'], ['white'], ['red']]"
2226,"{'right': 'crosswalk', 'down': 'green_car_turn_left', 'left': 'empty', 'up': 'red_car_turn_right', 'priority_ruling': 'stop_horizontal'}","[['red', 'crosswalk'], ['green']]"
2227,"{'right': 'empty', 'down': 'green_car_straight', 'left': 'red_car_turn_left', 'up': 'empty', 'priority_ruling': 'none_no'}","[['green'], ['red']]"
2228,"{'right': 'crosswalk', 'down': 'empty', 'left': 'empty', 'up': 'red_car_turn_right', 'priority_ruling': 'stop_horizontal'}","[['crosswalk', 'red']]"
2229,"{'right': 'empty', 'down': 'green_car_straight', 'left': 'white_car_straight', 'up': 'empty', 'priority_ruling': 'none_no'}","[['green'], ['white']]"
2230,"{'right': 'empty', 'down': 'red_car_turn_left', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'stop_vertical'}","[['red', 'crosswalk']]"
2231,"{'right': 'white_car_turn_right', 'down': 'green_car_turn_right', 'left': 'crosswalk', 'up': 'red_car_straight', 'priority_ruling': 'none_no'}","[['white', 'green', 'crosswalk', 'red']]"
2232,"{'right': 'red_car_turn_right', 'down': 'white_car_turn_right', 'left': 'green_car_turn_right', 'up': 'crosswalk', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk', 'white', 'green'], ['red']]"
2233,"{'right': 'red_car_turn_left', 'down': 'empty', 'left': 'white_car_turn_right', 'up': 'green_car_turn_left', 'priority_ruling': 'triangles_vertical'}","[['white'], ['red'], ['green']]"
2234,"{'right': 'green_car_turn_left', 'down': 'crosswalk', 'left': 'red_car_turn_right', 'up': 'empty', 'priority_ruling': 'none_no'}","[['crosswalk'], ['red'], ['green']]"
2235,"{'right': 'empty', 'down': 'crosswalk', 'left': 'white_car_turn_right', 'up': 'green_car_turn_right', 'priority_ruling': 'stop_vertical'}","[['crosswalk', 'green'], ['white']]"
2236,"{'right': 'empty', 'down': 'red_car_straight', 'left': 'empty', 'up': 'green_car_turn_right', 'priority_ruling': 'triangles_horizontal'}","[['red', 'green']]"
2237,"{'right': 'empty', 'down': 'red_car_turn_right', 'left': 'crosswalk', 'up': 'green_car_turn_left', 'priority_ruling': 'stop_horizontal'}","[['red', 'crosswalk'], ['green']]"
2238,"{'right': 'empty', 'down': 'green_car_turn_right', 'left': 'red_car_straight', 'up': 'white_car_turn_right', 'priority_ruling': 'triangles_horizontal'}","[['green', 'white'], ['red']]"
2239,"{'right': 'white_car_turn_right', 'down': 'empty', 'left': 'red_car_turn_left', 'up': 'green_car_turn_right', 'priority_ruling': 'triangles_vertical'}","[['white', 'green'], ['red']]"
2240,"{'right': 'red_car_straight', 'down': 'white_car_straight', 'left': 'green_car_turn_left', 'up': 'empty', 'priority_ruling': 'none_no'}","[['red'], ['white'], ['green']]"
2241,"{'right': 'white_car_straight', 'down': 'crosswalk', 'left': 'red_car_turn_right', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['crosswalk', 'white'], ['red']]"
2242,"{'right': 'empty', 'down': 'crosswalk', 'left': 'green_car_straight', 'up': 'white_car_straight', 'priority_ruling': 'triangles_vertical'}","[['crosswalk', 'green'], ['white']]"
2243,"{'right': 'empty', 'down': 'empty', 'left': 'green_car_turn_right', 'up': 'crosswalk', 'priority_ruling': 'triangles_horizontal'}","[['green', 'crosswalk']]"
2244,"{'right': 'white_car_straight', 'down': 'empty', 'left': 'green_car_straight', 'up': 'crosswalk', 'priority_ruling': 'triangles_vertical'}","[['white', 'green', 'crosswalk']]"
2245,"{'right': 'empty', 'down': 'green_car_turn_right', 'left': 'red_car_turn_right', 'up': 'empty', 'priority_ruling': 'none_no'}","[['green', 'red']]"
2246,"{'right': 'white_car_turn_left', 'down': 'empty', 'left': 'crosswalk', 'up': 'red_car_straight', 'priority_ruling': 'triangles_horizontal'}","[['red', 'crosswalk'], ['white']]"
2247,"{'right': 'empty', 'down': 'red_car_straight', 'left': 'white_car_straight', 'up': 'green_car_turn_right', 'priority_ruling': 'triangles_horizontal'}","[['red', 'green'], ['white']]"
2248,"{'right': 'crosswalk', 'down': 'empty', 'left': 'red_car_turn_left', 'up': 'white_car_turn_right', 'priority_ruling': 'stop_horizontal'}","[['crosswalk', 'red', 'white']]"
2249,"{'right': 'empty', 'down': 'empty', 'left': 'red_car_straight', 'up': 'crosswalk', 'priority_ruling': 'triangles_vertical'}","[['red', 'crosswalk']]"
2250,"{'right': 'white_car_straight', 'down': 'crosswalk', 'left': 'green_car_straight', 'up': 'empty', 'priority_ruling': 'none_no'}","[['white', 'crosswalk', 'green']]"
2251,"{'right': 'white_car_turn_left', 'down': 'empty', 'left': 'crosswalk', 'up': 'green_car_turn_right', 'priority_ruling': 'stop_vertical'}","[['white', 'crosswalk'], ['green']]"
2252,"{'right': 'crosswalk', 'down': 'green_car_straight', 'left': 'white_car_straight', 'up': 'red_car_turn_left', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk', 'green'], ['red'], ['white']]"
2253,"{'right': 'crosswalk', 'down': 'empty', 'left': 'red_car_turn_right', 'up': 'green_car_straight', 'priority_ruling': 'none_no'}","[['red', 'crosswalk'], ['green']]"
2254,"{'right': 'green_car_straight', 'down': 'empty', 'left': 'white_car_turn_right', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['green', 'white']]"
2255,"{'right': 'white_car_turn_right', 'down': 'crosswalk', 'left': 'green_car_turn_left', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['white', 'crosswalk'], ['green']]"
2256,"{'right': 'crosswalk', 'down': 'empty', 'left': 'white_car_turn_left', 'up': 'red_car_turn_left', 'priority_ruling': 'stop_horizontal'}","[['crosswalk'], ['red'], ['white']]"
2257,"{'right': 'red_car_straight', 'down': 'white_car_turn_right', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk', 'white'], ['red']]"
2258,"{'right': 'crosswalk', 'down': 'red_car_turn_right', 'left': 'green_car_turn_right', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['crosswalk', 'green'], ['red']]"
2259,"{'right': 'green_car_turn_left', 'down': 'white_car_straight', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['white'], ['green']]"
2260,"{'right': 'crosswalk', 'down': 'white_car_straight', 'left': 'red_car_turn_right', 'up': 'empty', 'priority_ruling': 'none_no'}","[['crosswalk', 'white', 'red']]"
2261,"{'right': 'green_car_turn_right', 'down': 'empty', 'left': 'white_car_turn_left', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['green'], ['white']]"
2262,"{'right': 'red_car_turn_right', 'down': 'green_car_straight', 'left': 'white_car_turn_right', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['green', 'white'], ['red']]"
2263,"{'right': 'empty', 'down': 'white_car_straight', 'left': 'crosswalk', 'up': 'green_car_straight', 'priority_ruling': 'none_no'}","[['white', 'crosswalk', 'green']]"
2264,"{'right': 'red_car_turn_left', 'down': 'empty', 'left': 'crosswalk', 'up': 'green_car_straight', 'priority_ruling': 'none_no'}","[['green', 'crosswalk'], ['red']]"
2265,"{'right': 'green_car_turn_right', 'down': 'crosswalk', 'left': 'white_car_turn_left', 'up': 'red_car_turn_right', 'priority_ruling': 'none_no'}","[['green', 'crosswalk', 'red'], ['white']]"
2266,"{'right': 'red_car_straight', 'down': 'green_car_straight', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['red', 'crosswalk'], ['green']]"
2267,"{'right': 'crosswalk', 'down': 'red_car_turn_right', 'left': 'green_car_turn_right', 'up': 'white_car_turn_left', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk'], ['red'], ['white'], ['green']]"
2268,"{'right': 'green_car_turn_left', 'down': 'empty', 'left': 'empty', 'up': 'white_car_turn_right', 'priority_ruling': 'triangles_vertical'}","[['green'], ['white']]"
2269,"{'right': 'red_car_turn_left', 'down': 'white_car_turn_right', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['red', 'white']]"
2270,"{'right': 'white_car_straight', 'down': 'empty', 'left': 'crosswalk', 'up': 'red_car_turn_right', 'priority_ruling': 'none_no'}","[['crosswalk'], ['red'], ['white']]"
2271,"{'right': 'crosswalk', 'down': 'green_car_turn_right', 'left': 'white_car_turn_left', 'up': 'red_car_straight', 'priority_ruling': 'none_no'}","[['crosswalk'], ['green'], ['white'], ['red']]"
2272,"{'right': 'green_car_straight', 'down': 'red_car_turn_right', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['crosswalk', 'red'], ['green']]"
2273,"{'right': 'crosswalk', 'down': 'empty', 'left': 'red_car_straight', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['crosswalk'], ['red']]"
2274,"{'right': 'red_car_turn_right', 'down': 'crosswalk', 'left': 'empty', 'up': 'white_car_straight', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk', 'red'], ['white']]"
2275,"{'right': 'green_car_straight', 'down': 'red_car_straight', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'stop_vertical'}","[['green', 'crosswalk'], ['red']]"
2276,"{'right': 'white_car_turn_right', 'down': 'green_car_turn_left', 'left': 'empty', 'up': 'red_car_turn_right', 'priority_ruling': 'none_no'}","[['white', 'red'], ['green']]"
2277,"{'right': 'green_car_turn_left', 'down': 'red_car_straight', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['green'], ['red']]"
2278,"{'right': 'empty', 'down': 'crosswalk', 'left': 'red_car_straight', 'up': 'empty', 'priority_ruling': 'none_no'}","[['crosswalk', 'red']]"
2279,"{'right': 'empty', 'down': 'red_car_turn_right', 'left': 'crosswalk', 'up': 'green_car_turn_left', 'priority_ruling': 'stop_vertical'}","[['red', 'crosswalk'], ['green']]"
2280,"{'right': 'green_car_turn_left', 'down': 'red_car_straight', 'left': 'crosswalk', 'up': 'white_car_turn_left', 'priority_ruling': 'stop_horizontal'}","[['red', 'crosswalk'], ['white'], ['green']]"
2281,"{'right': 'crosswalk', 'down': 'white_car_straight', 'left': 'green_car_turn_right', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['crosswalk', 'white', 'green']]"
2282,"{'right': 'red_car_straight', 'down': 'empty', 'left': 'crosswalk', 'up': 'white_car_turn_right', 'priority_ruling': 'stop_vertical'}","[['crosswalk'], ['red'], ['white']]"
2283,"{'right': 'crosswalk', 'down': 'empty', 'left': 'red_car_turn_left', 'up': 'green_car_straight', 'priority_ruling': 'none_no'}","[['red', 'crosswalk'], ['green']]"
2284,"{'right': 'empty', 'down': 'crosswalk', 'left': 'green_car_straight', 'up': 'white_car_turn_left', 'priority_ruling': 'triangles_vertical'}","[['green', 'crosswalk'], ['white']]"
