,Unnamed: 0,Index,Scenario,Ordering,priority,prolog_priority,prolog_priority_solved
2312,2312,2312,"{'right': 'green_car_turn_left', 'down': 'red_car_turn_right', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'triangles_vertical'}","[['green', 'red', 'crosswalk']]",[1 1 0 1],"[[1, 1, 4, 3, 0], [2, 0, 3, 1, 4], [1, 4, 1, 0, 3], [2, 3, 0, 4, 1]]","[1, 1, 0, 1]"
2313,2313,2313,"{'right': 'empty', 'down': 'white_car_turn_right', 'left': 'green_car_straight', 'up': 'red_car_turn_left', 'priority_ruling': 'stop_vertical'}","[['green'], ['white'], ['red']]",[0 0 1 0],"[[1, 4, 2, 1, 0], [2, 0, 1, 4, 2], [1, 2, 4, 0, 1], [2, 1, 0, 2, 4]]","[0, 0, 1, 0]"
2314,2314,2314,"{'right': 'empty', 'down': 'crosswalk', 'left': 'green_car_turn_right', 'up': 'red_car_turn_left', 'priority_ruling': 'triangles_vertical'}","[['crosswalk'], ['green'], ['red']]",[0 1 0 0],"[[1, 4, 0, 1, 3], [2, 3, 1, 4, 0], [1, 0, 4, 3, 1], [2, 1, 3, 0, 4]]","[0, 1, 1, 0]"
2315,2315,2315,"{'right': 'green_car_turn_left', 'down': 'empty', 'left': 'crosswalk', 'up': 'red_car_turn_left', 'priority_ruling': 'stop_horizontal'}","[['red', 'crosswalk'], ['green']]",[0 0 1 1],"[[2, 1, 3, 1, 4], [1, 4, 1, 1, 3], [2, 3, 1, 4, 1], [1, 1, 4, 3, 1]]","[0, 0, 1, 1]"
2316,2316,2316,"{'right': 'empty', 'down': 'red_car_turn_left', 'left': 'white_car_turn_left', 'up': 'green_car_turn_left', 'priority_ruling': 'triangles_vertical'}","[['white'], ['red', 'green']]",[0 0 1 0],"[[1, 4, 1, 1, 1], [2, 1, 1, 4, 1], [1, 1, 4, 1, 1], [2, 1, 1, 1, 4]]","[0, 0, 1, 0]"
2317,2317,2317,"{'right': 'crosswalk', 'down': 'green_car_turn_left', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk', 'green']]",[1 1 0 0],"[[2, 3, 4, 4, 1], [1, 1, 4, 3, 4], [2, 4, 3, 1, 4], [1, 4, 1, 4, 3]]","[1, 1, 0, 0]"
2318,2318,2318,"{'right': 'white_car_turn_left', 'down': 'red_car_turn_right', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['white', 'red']]",[1 1 0 0],"[[1, 1, 4, 4, 0], [2, 0, 4, 1, 4], [1, 4, 1, 0, 4], [2, 4, 0, 4, 1]]","[1, 1, 0, 0]"
2319,2319,2319,"{'right': 'white_car_turn_right', 'down': 'red_car_turn_left', 'left': 'green_car_straight', 'up': 'empty', 'priority_ruling': 'none_no'}","[['white'], ['red'], ['green']]",[1 0 0 0],"[[0, 0, 2, 4, 1], [0, 1, 4, 0, 2], [0, 2, 0, 1, 4], [0, 4, 1, 2, 0]]","[1, 0, 0, 0]"
2320,2320,2320,"{'right': 'green_car_turn_right', 'down': 'empty', 'left': 'red_car_straight', 'up': 'crosswalk', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk', 'red'], ['green']]",[0 0 1 1],"[[2, 0, 2, 3, 4], [1, 4, 3, 0, 2], [2, 2, 0, 4, 3], [1, 3, 4, 2, 0]]","[1, 0, 1, 1]"
2321,2321,2321,"{'right': 'green_car_turn_right', 'down': 'crosswalk', 'left': 'white_car_turn_left', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['green', 'crosswalk'], ['white']]",[1 1 0 0],"[[1, 0, 1, 4, 3], [2, 3, 4, 0, 1], [1, 1, 0, 3, 4], [2, 4, 3, 1, 0]]","[1, 1, 0, 0]"
2322,2322,2322,"{'right': 'red_car_turn_right', 'down': 'empty', 'left': 'green_car_turn_left', 'up': 'white_car_turn_right', 'priority_ruling': 'stop_horizontal'}","[['red', 'white'], ['green']]",[1 0 0 1],"[[2, 0, 1, 0, 4], [1, 4, 0, 0, 1], [2, 1, 0, 4, 0], [1, 0, 4, 1, 0]]","[1, 0, 0, 1]"
2323,2323,2323,"{'right': 'red_car_turn_right', 'down': 'white_car_turn_right', 'left': 'green_car_straight', 'up': 'empty', 'priority_ruling': 'none_no'}","[['white', 'red'], ['green']]",[1 1 0 0],"[[0, 0, 2, 4, 0], [0, 0, 4, 0, 2], [0, 2, 0, 0, 4], [0, 4, 0, 2, 0]]","[1, 1, 0, 0]"
2324,2324,2324,"{'right': 'white_car_turn_right', 'down': 'crosswalk', 'left': 'red_car_turn_left', 'up': 'empty', 'priority_ruling': 'none_no'}","[['white', 'crosswalk'], ['red']]",[1 1 0 0],"[[0, 0, 1, 4, 3], [0, 3, 4, 0, 1], [0, 1, 0, 3, 4], [0, 4, 3, 1, 0]]","[1, 1, 0, 0]"
2325,2325,2325,"{'right': 'red_car_turn_left', 'down': 'crosswalk', 'left': 'empty', 'up': 'white_car_straight', 'priority_ruling': 'stop_horizontal'}","[['crosswalk'], ['white'], ['red']]",[0 1 0 0],"[[2, 1, 4, 2, 3], [1, 3, 2, 1, 4], [2, 4, 1, 3, 2], [1, 2, 3, 4, 1]]","[0, 1, 0, 1]"
2326,2326,2326,"{'right': 'green_car_straight', 'down': 'empty', 'left': 'white_car_turn_right', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['green', 'white']]",[1 0 1 0],"[[2, 2, 0, 4, 4], [1, 4, 4, 2, 0], [2, 0, 2, 4, 4], [1, 4, 4, 0, 2]]","[1, 0, 1, 0]"
2327,2327,2327,"{'right': 'white_car_straight', 'down': 'crosswalk', 'left': 'empty', 'up': 'red_car_turn_left', 'priority_ruling': 'triangles_horizontal'}","[['red', 'crosswalk'], ['white']]",[0 1 0 1],"[[2, 2, 4, 1, 3], [1, 3, 1, 2, 4], [2, 4, 2, 3, 1], [1, 1, 3, 4, 2]]","[1, 1, 0, 1]"
2328,2328,2328,"{'right': 'empty', 'down': 'red_car_turn_left', 'left': 'green_car_straight', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['red'], ['green']]",[0 1 0 0],"[[2, 4, 2, 4, 1], [1, 1, 4, 4, 2], [2, 2, 4, 1, 4], [1, 4, 1, 2, 4]]","[0, 1, 1, 0]"
2329,2329,2329,"{'right': 'empty', 'down': 'red_car_straight', 'left': 'green_car_straight', 'up': 'crosswalk', 'priority_ruling': 'stop_horizontal'}","[['crosswalk'], ['red'], ['green']]",[0 0 0 1],"[[2, 4, 2, 3, 2], [1, 2, 3, 4, 2], [2, 2, 4, 2, 3], [1, 3, 2, 2, 4]]","[0, 1, 0, 1]"
2330,2330,2330,"{'right': 'empty', 'down': 'empty', 'left': 'white_car_straight', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['white', 'crosswalk']]",[0 0 1 1],"[[0, 4, 2, 3, 4], [0, 4, 3, 4, 2], [0, 2, 4, 4, 3], [0, 3, 4, 2, 4]]","[0, 0, 1, 1]"
2331,2331,2331,"{'right': 'red_car_turn_right', 'down': 'empty', 'left': 'green_car_straight', 'up': 'empty', 'priority_ruling': 'none_no'}","[['red', 'green']]",[1 0 1 0],"[[0, 0, 2, 4, 4], [0, 4, 4, 0, 2], [0, 2, 0, 4, 4], [0, 4, 4, 2, 0]]","[1, 0, 1, 0]"
2332,2332,2332,"{'right': 'empty', 'down': 'red_car_straight', 'left': 'empty', 'up': 'green_car_straight', 'priority_ruling': 'triangles_vertical'}","[['red', 'green']]",[0 1 0 1],"[[1, 4, 4, 2, 2], [2, 2, 2, 4, 4], [1, 4, 4, 2, 2], [2, 2, 2, 4, 4]]","[0, 1, 0, 1]"
2333,2333,2333,"{'right': 'empty', 'down': 'empty', 'left': 'green_car_turn_right', 'up': 'white_car_turn_right', 'priority_ruling': 'stop_vertical'}","[['green', 'white']]",[0 0 1 1],"[[1, 4, 0, 0, 4], [2, 4, 0, 4, 0], [1, 0, 4, 4, 0], [2, 0, 4, 0, 4]]","[0, 0, 1, 1]"
2334,2334,2334,"{'right': 'empty', 'down': 'green_car_turn_left', 'left': 'crosswalk', 'up': 'white_car_straight', 'priority_ruling': 'none_no'}","[['crosswalk', 'white'], ['green']]",[0 0 1 1],"[[0, 4, 3, 2, 1], [0, 1, 2, 4, 3], [0, 3, 4, 1, 2], [0, 2, 1, 3, 4]]","[0, 0, 1, 1]"
2335,2335,2335,"{'right': 'empty', 'down': 'empty', 'left': 'red_car_straight', 'up': 'green_car_straight', 'priority_ruling': 'triangles_horizontal'}","[['green'], ['red']]",[0 0 0 1],"[[2, 4, 2, 2, 4], [1, 4, 2, 4, 2], [2, 2, 4, 4, 2], [1, 2, 4, 2, 4]]","[0, 0, 0, 1]"
2336,2336,2336,"{'right': 'crosswalk', 'down': 'red_car_turn_left', 'left': 'empty', 'up': 'green_car_straight', 'priority_ruling': 'none_no'}","[['green', 'crosswalk'], ['red']]",[1 0 0 1],"[[0, 3, 4, 2, 1], [0, 1, 2, 3, 4], [0, 4, 3, 1, 2], [0, 2, 1, 4, 3]]","[1, 0, 0, 1]"
2337,2337,2337,"{'right': 'crosswalk', 'down': 'empty', 'left': 'empty', 'up': 'red_car_straight', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk', 'red']]",[1 0 0 1],"[[2, 3, 4, 2, 4], [1, 4, 2, 3, 4], [2, 4, 3, 4, 2], [1, 2, 4, 4, 3]]","[1, 0, 0, 1]"
2338,2338,2338,"{'right': 'empty', 'down': 'green_car_straight', 'left': 'red_car_straight', 'up': 'crosswalk', 'priority_ruling': 'triangles_vertical'}","[['red', 'crosswalk'], ['green']]",[0 0 1 1],"[[1, 4, 2, 3, 2], [2, 2, 3, 4, 2], [1, 2, 4, 2, 3], [2, 3, 2, 2, 4]]","[0, 0, 1, 1]"
2339,2339,2339,"{'right': 'empty', 'down': 'red_car_straight', 'left': 'green_car_straight', 'up': 'white_car_straight', 'priority_ruling': 'stop_vertical'}","[['green'], ['red', 'white']]",[0 0 1 0],"[[1, 4, 2, 2, 2], [2, 2, 2, 4, 2], [1, 2, 4, 2, 2], [2, 2, 2, 2, 4]]","[0, 0, 1, 0]"
2340,2340,2340,"{'right': 'empty', 'down': 'empty', 'left': 'red_car_turn_right', 'up': 'white_car_turn_left', 'priority_ruling': 'stop_horizontal'}","[['white'], ['red']]",[0 0 0 1],"[[2, 4, 0, 1, 4], [1, 4, 1, 4, 0], [2, 0, 4, 4, 1], [1, 1, 4, 0, 4]]","[0, 0, 1, 1]"
2341,2341,2341,"{'right': 'white_car_straight', 'down': 'crosswalk', 'left': 'empty', 'up': 'red_car_turn_right', 'priority_ruling': 'stop_vertical'}","[['white', 'crosswalk'], ['red']]",[1 1 0 0],"[[1, 2, 4, 0, 3], [2, 3, 0, 2, 4], [1, 4, 2, 3, 0], [2, 0, 3, 4, 2]]","[1, 1, 0, 0]"
2342,2342,2342,"{'right': 'empty', 'down': 'empty', 'left': 'white_car_turn_right', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['white', 'crosswalk']]",[0 0 1 1],"[[0, 4, 0, 3, 4], [0, 4, 3, 4, 0], [0, 0, 4, 4, 3], [0, 3, 4, 0, 4]]","[0, 0, 1, 1]"
2343,2343,2343,"{'right': 'green_car_turn_right', 'down': 'empty', 'left': 'red_car_straight', 'up': 'empty', 'priority_ruling': 'none_no'}","[['green', 'red']]",[1 0 1 0],"[[0, 0, 2, 4, 4], [0, 4, 4, 0, 2], [0, 2, 0, 4, 4], [0, 4, 4, 2, 0]]","[1, 0, 1, 0]"
2344,2344,2344,"{'right': 'red_car_turn_left', 'down': 'green_car_turn_left', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'stop_vertical'}","[['red', 'crosswalk'], ['green']]",[1 0 0 1],"[[1, 1, 4, 3, 1], [2, 1, 3, 1, 4], [1, 4, 1, 1, 3], [2, 3, 1, 4, 1]]","[1, 0, 0, 1]"
2345,2345,2345,"{'right': 'green_car_turn_right', 'down': 'red_car_straight', 'left': 'empty', 'up': 'white_car_turn_left', 'priority_ruling': 'triangles_vertical'}","[['green'], ['red'], ['white']]",[1 0 0 0],"[[1, 0, 4, 1, 2], [2, 2, 1, 0, 4], [1, 4, 0, 2, 1], [2, 1, 2, 4, 0]]","[1, 1, 0, 0]"
2346,2346,2346,"{'right': 'empty', 'down': 'empty', 'left': 'red_car_straight', 'up': 'white_car_turn_right', 'priority_ruling': 'stop_horizontal'}","[['red', 'white']]",[0 0 1 1],"[[2, 4, 2, 0, 4], [1, 4, 0, 4, 2], [2, 2, 4, 4, 0], [1, 0, 4, 2, 4]]","[0, 0, 1, 1]"
2347,2347,2347,"{'right': 'empty', 'down': 'green_car_turn_left', 'left': 'crosswalk', 'up': 'white_car_turn_left', 'priority_ruling': 'stop_horizontal'}","[['crosswalk', 'white'], ['green']]",[0 0 1 1],"[[2, 4, 3, 1, 1], [1, 1, 1, 4, 3], [2, 3, 4, 1, 1], [1, 1, 1, 3, 4]]","[0, 1, 1, 1]"
2348,2348,2348,"{'right': 'empty', 'down': 'white_car_turn_left', 'left': 'crosswalk', 'up': 'red_car_turn_right', 'priority_ruling': 'stop_horizontal'}","[['crosswalk'], ['red'], ['white']]",[0 0 1 0],"[[2, 4, 3, 0, 1], [1, 1, 0, 4, 3], [2, 3, 4, 1, 0], [1, 0, 1, 3, 4]]","[0, 0, 1, 1]"
2349,2349,2349,"{'right': 'crosswalk', 'down': 'green_car_straight', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['crosswalk', 'green']]",[1 1 0 0],"[[1, 3, 4, 4, 2], [2, 2, 4, 3, 4], [1, 4, 3, 2, 4], [2, 4, 2, 4, 3]]","[1, 1, 0, 0]"
2350,2350,2350,"{'right': 'red_car_turn_right', 'down': 'green_car_straight', 'left': 'empty', 'up': 'white_car_turn_left', 'priority_ruling': 'triangles_horizontal'}","[['green'], ['red', 'white']]",[0 1 0 0],"[[2, 0, 4, 1, 2], [1, 2, 1, 0, 4], [2, 4, 0, 2, 1], [1, 1, 2, 4, 0]]","[0, 1, 0, 0]"
2351,2351,2351,"{'right': 'red_car_turn_right', 'down': 'white_car_turn_left', 'left': 'green_car_turn_right', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['white', 'green'], ['red']]",[0 1 1 0],"[[2, 0, 0, 4, 1], [1, 1, 4, 0, 0], [2, 0, 0, 1, 4], [1, 4, 1, 0, 0]]","[1, 1, 1, 0]"
2352,2352,2352,"{'right': 'red_car_turn_left', 'down': 'empty', 'left': 'green_car_turn_right', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['green'], ['red']]",[0 0 1 0],"[[1, 1, 0, 4, 4], [2, 4, 4, 1, 0], [1, 0, 1, 4, 4], [2, 4, 4, 0, 1]]","[0, 0, 1, 0]"
2353,2353,2353,"{'right': 'red_car_straight', 'down': 'green_car_turn_right', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['red', 'green', 'crosswalk']]",[1 1 0 1],"[[0, 2, 4, 3, 0], [0, 0, 3, 2, 4], [0, 4, 2, 0, 3], [0, 3, 0, 4, 2]]","[1, 1, 0, 1]"
2354,2354,2354,"{'right': 'empty', 'down': 'white_car_turn_right', 'left': 'red_car_turn_right', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['white', 'red']]",[0 1 1 0],"[[2, 4, 0, 4, 0], [1, 0, 4, 4, 0], [2, 0, 4, 0, 4], [1, 4, 0, 0, 4]]","[0, 1, 1, 0]"
2355,2355,2355,"{'right': 'red_car_turn_left', 'down': 'green_car_straight', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['red', 'crosswalk'], ['green']]",[1 0 1 0],"[[1, 1, 3, 4, 2], [2, 2, 4, 1, 3], [1, 3, 1, 2, 4], [2, 4, 2, 3, 1]]","[1, 1, 1, 0]"
2356,2356,2356,"{'right': 'empty', 'down': 'red_car_turn_right', 'left': 'green_car_turn_right', 'up': 'white_car_turn_right', 'priority_ruling': 'triangles_vertical'}","[['red', 'green', 'white']]",[0 1 1 1],"[[1, 4, 0, 0, 0], [2, 0, 0, 4, 0], [1, 0, 4, 0, 0], [2, 0, 0, 0, 4]]","[0, 1, 1, 1]"
2357,2357,2357,"{'right': 'empty', 'down': 'crosswalk', 'left': 'red_car_straight', 'up': 'white_car_turn_right', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk', 'red', 'white']]",[0 1 1 1],"[[2, 4, 2, 0, 3], [1, 3, 0, 4, 2], [2, 2, 4, 3, 0], [1, 0, 3, 2, 4]]","[0, 1, 1, 1]"
2358,2358,2358,"{'right': 'red_car_turn_right', 'down': 'green_car_turn_right', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['red', 'green', 'crosswalk']]",[1 1 1 0],"[[1, 0, 3, 4, 0], [2, 0, 4, 0, 3], [1, 3, 0, 0, 4], [2, 4, 0, 3, 0]]","[1, 1, 1, 0]"
2359,2359,2359,"{'right': 'red_car_turn_right', 'down': 'crosswalk', 'left': 'empty', 'up': 'white_car_turn_left', 'priority_ruling': 'stop_horizontal'}","[['red', 'crosswalk', 'white']]",[1 1 0 1],"[[2, 0, 4, 1, 3], [1, 3, 1, 0, 4], [2, 4, 0, 3, 1], [1, 1, 3, 4, 0]]","[1, 1, 0, 1]"
2360,2360,2360,"{'right': 'white_car_turn_right', 'down': 'empty', 'left': 'red_car_turn_right', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['white', 'red']]",[1 0 1 0],"[[1, 0, 0, 4, 4], [2, 4, 4, 0, 0], [1, 0, 0, 4, 4], [2, 4, 4, 0, 0]]","[1, 0, 1, 0]"
2361,2361,2361,"{'right': 'green_car_turn_left', 'down': 'red_car_turn_left', 'left': 'crosswalk', 'up': 'white_car_turn_left', 'priority_ruling': 'stop_vertical'}","[['green', 'crosswalk'], ['red', 'white']]",[1 0 1 0],"[[1, 1, 3, 1, 1], [2, 1, 1, 1, 3], [1, 3, 1, 1, 1], [2, 1, 1, 3, 1]]","[1, 0, 1, 0]"
2362,2362,2362,"{'right': 'white_car_turn_right', 'down': 'green_car_turn_left', 'left': 'crosswalk', 'up': 'red_car_turn_right', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk'], ['red'], ['green'], ['white']]",[0 0 1 0],"[[2, 0, 3, 0, 1], [1, 1, 0, 0, 3], [2, 3, 0, 1, 0], [1, 0, 1, 3, 0]]","[1, 0, 1, 1]"
2363,2363,2363,"{'right': 'white_car_turn_right', 'down': 'crosswalk', 'left': 'empty', 'up': 'green_car_turn_right', 'priority_ruling': 'stop_horizontal'}","[['white', 'crosswalk', 'green']]",[1 1 0 1],"[[2, 0, 4, 0, 3], [1, 3, 0, 0, 4], [2, 4, 0, 3, 0], [1, 0, 3, 4, 0]]","[1, 1, 0, 1]"
2364,2364,2364,"{'right': 'empty', 'down': 'white_car_turn_right', 'left': 'red_car_straight', 'up': 'crosswalk', 'priority_ruling': 'stop_vertical'}","[['red', 'crosswalk'], ['white']]",[0 0 1 1],"[[1, 4, 2, 3, 0], [2, 0, 3, 4, 2], [1, 2, 4, 0, 3], [2, 3, 0, 2, 4]]","[0, 0, 1, 1]"
2365,2365,2365,"{'right': 'red_car_turn_left', 'down': 'white_car_turn_left', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['red', 'crosswalk'], ['white']]",[1 0 0 1],"[[0, 1, 4, 3, 1], [0, 1, 3, 1, 4], [0, 4, 1, 1, 3], [0, 3, 1, 4, 1]]","[1, 0, 0, 1]"
2366,2366,2366,"{'right': 'empty', 'down': 'red_car_straight', 'left': 'green_car_straight', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['crosswalk'], ['red'], ['green']]",[0 0 0 1],"[[0, 4, 2, 3, 2], [0, 2, 3, 4, 2], [0, 2, 4, 2, 3], [0, 3, 2, 2, 4]]","[0, 1, 0, 1]"
2367,2367,2367,"{'right': 'white_car_straight', 'down': 'green_car_turn_right', 'left': 'red_car_straight', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['green', 'white', 'crosswalk'], ['red']]",[1 1 0 1],"[[0, 2, 2, 3, 0], [0, 0, 3, 2, 2], [0, 2, 2, 0, 3], [0, 3, 0, 2, 2]]","[1, 1, 0, 1]"
2368,2368,2368,"{'right': 'crosswalk', 'down': 'green_car_turn_left', 'left': 'white_car_straight', 'up': 'red_car_turn_right', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk', 'red'], ['green'], ['white']]",[1 0 0 1],"[[2, 3, 2, 0, 1], [1, 1, 0, 3, 2], [2, 2, 3, 1, 0], [1, 0, 1, 2, 3]]","[1, 0, 1, 1]"
2369,2369,2369,"{'right': 'white_car_turn_right', 'down': 'red_car_turn_right', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['crosswalk', 'red'], ['white']]",[0 1 0 1],"[[0, 0, 4, 3, 0], [0, 0, 3, 0, 4], [0, 4, 0, 0, 3], [0, 3, 0, 4, 0]]","[1, 1, 0, 1]"
2370,2370,2370,"{'right': 'green_car_turn_left', 'down': 'white_car_straight', 'left': 'empty', 'up': 'red_car_turn_left', 'priority_ruling': 'stop_horizontal'}","[['white'], ['red'], ['green']]",[0 1 0 0],"[[2, 1, 4, 1, 2], [1, 2, 1, 1, 4], [2, 4, 1, 2, 1], [1, 1, 2, 4, 1]]","[0, 1, 0, 0]"
2371,2371,2371,"{'right': 'empty', 'down': 'white_car_turn_right', 'left': 'red_car_turn_left', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['white'], ['red']]",[0 1 0 0],"[[2, 4, 1, 4, 0], [1, 0, 4, 4, 1], [2, 1, 4, 0, 4], [1, 4, 0, 1, 4]]","[0, 1, 0, 0]"
2372,2372,2372,"{'right': 'crosswalk', 'down': 'green_car_turn_left', 'left': 'empty', 'up': 'red_car_turn_left', 'priority_ruling': 'stop_vertical'}","[['crosswalk', 'green'], ['red']]",[1 1 0 0],"[[1, 3, 4, 1, 1], [2, 1, 1, 3, 4], [1, 4, 3, 1, 1], [2, 1, 1, 4, 3]]","[1, 1, 0, 1]"
2373,2373,2373,"{'right': 'empty', 'down': 'empty', 'left': 'white_car_straight', 'up': 'red_car_turn_left', 'priority_ruling': 'none_no'}","[['white'], ['red']]",[0 0 1 0],"[[0, 4, 2, 1, 4], [0, 4, 1, 4, 2], [0, 2, 4, 4, 1], [0, 1, 4, 2, 4]]","[0, 0, 1, 0]"
2374,2374,2374,"{'right': 'empty', 'down': 'crosswalk', 'left': 'white_car_turn_left', 'up': 'green_car_turn_left', 'priority_ruling': 'stop_horizontal'}","[['green', 'crosswalk'], ['white']]",[0 1 0 1],"[[2, 4, 1, 1, 3], [1, 3, 1, 4, 1], [2, 1, 4, 3, 1], [1, 1, 3, 1, 4]]","[0, 1, 0, 1]"
2375,2375,2375,"{'right': 'empty', 'down': 'white_car_straight', 'left': 'green_car_straight', 'up': 'red_car_turn_right', 'priority_ruling': 'none_no'}","[['white', 'red'], ['green']]",[0 1 0 1],"[[0, 4, 2, 0, 2], [0, 2, 0, 4, 2], [0, 2, 4, 2, 0], [0, 0, 2, 2, 4]]","[0, 1, 0, 1]"
2376,2376,2376,"{'right': 'green_car_turn_right', 'down': 'empty', 'left': 'empty', 'up': 'white_car_straight', 'priority_ruling': 'stop_vertical'}","[['green', 'white']]",[1 0 0 1],"[[1, 0, 4, 2, 4], [2, 4, 2, 0, 4], [1, 4, 0, 4, 2], [2, 2, 4, 4, 0]]","[1, 0, 0, 1]"
2377,2377,2377,"{'right': 'empty', 'down': 'white_car_turn_left', 'left': 'green_car_turn_left', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['green'], ['white']]",[0 0 1 0],"[[1, 4, 1, 4, 1], [2, 1, 4, 4, 1], [1, 1, 4, 1, 4], [2, 4, 1, 1, 4]]","[0, 0, 1, 0]"
2378,2378,2378,"{'right': 'white_car_turn_right', 'down': 'empty', 'left': 'red_car_straight', 'up': 'green_car_turn_right', 'priority_ruling': 'stop_vertical'}","[['white', 'red', 'green']]",[1 0 1 1],"[[1, 0, 2, 0, 4], [2, 4, 0, 0, 2], [1, 2, 0, 4, 0], [2, 0, 4, 2, 0]]","[1, 0, 1, 1]"
2379,2379,2379,"{'right': 'crosswalk', 'down': 'empty', 'left': 'green_car_turn_right', 'up': 'white_car_turn_right', 'priority_ruling': 'none_no'}","[['crosswalk', 'green', 'white']]",[1 0 1 1],"[[0, 3, 0, 0, 4], [0, 4, 0, 3, 0], [0, 0, 3, 4, 0], [0, 0, 4, 0, 3]]","[1, 0, 1, 1]"
2380,2380,2380,"{'right': 'crosswalk', 'down': 'white_car_straight', 'left': 'empty', 'up': 'green_car_turn_left', 'priority_ruling': 'stop_horizontal'}","[['crosswalk', 'white'], ['green']]",[1 1 0 0],"[[2, 3, 4, 1, 2], [1, 2, 1, 3, 4], [2, 4, 3, 2, 1], [1, 1, 2, 4, 3]]","[1, 1, 0, 0]"
2381,2381,2381,"{'right': 'empty', 'down': 'red_car_straight', 'left': 'crosswalk', 'up': 'white_car_turn_right', 'priority_ruling': 'stop_horizontal'}","[['crosswalk', 'red'], ['white']]",[0 1 1 0],"[[2, 4, 3, 0, 2], [1, 2, 0, 4, 3], [2, 3, 4, 2, 0], [1, 0, 2, 3, 4]]","[0, 1, 1, 1]"
2382,2382,2382,"{'right': 'empty', 'down': 'empty', 'left': 'white_car_turn_right', 'up': 'crosswalk', 'priority_ruling': 'triangles_vertical'}","[['white', 'crosswalk']]",[0 0 1 1],"[[1, 4, 0, 3, 4], [2, 4, 3, 4, 0], [1, 0, 4, 4, 3], [2, 3, 4, 0, 4]]","[0, 0, 1, 1]"
2383,2383,2383,"{'right': 'crosswalk', 'down': 'empty', 'left': 'green_car_straight', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['crosswalk'], ['green']]",[1 0 0 0],"[[1, 3, 2, 4, 4], [2, 4, 4, 3, 2], [1, 2, 3, 4, 4], [2, 4, 4, 2, 3]]","[1, 0, 1, 0]"
2384,2384,2384,"{'right': 'white_car_turn_right', 'down': 'empty', 'left': 'crosswalk', 'up': 'red_car_turn_right', 'priority_ruling': 'stop_horizontal'}","[['crosswalk', 'white'], ['red']]",[1 0 1 0],"[[2, 0, 3, 0, 4], [1, 4, 0, 0, 3], [2, 3, 0, 4, 0], [1, 0, 4, 3, 0]]","[1, 0, 1, 1]"
2385,2385,2385,"{'right': 'empty', 'down': 'green_car_turn_left', 'left': 'white_car_turn_left', 'up': 'red_car_turn_left', 'priority_ruling': 'triangles_horizontal'}","[['green', 'red'], ['white']]",[0 1 0 1],"[[2, 4, 1, 1, 1], [1, 1, 1, 4, 1], [2, 1, 4, 1, 1], [1, 1, 1, 1, 4]]","[0, 1, 0, 1]"
2386,2386,2386,"{'right': 'green_car_turn_right', 'down': 'white_car_straight', 'left': 'empty', 'up': 'red_car_turn_left', 'priority_ruling': 'triangles_horizontal'}","[['white'], ['green', 'red']]",[0 1 0 0],"[[2, 0, 4, 1, 2], [1, 2, 1, 0, 4], [2, 4, 0, 2, 1], [1, 1, 2, 4, 0]]","[0, 1, 0, 0]"
2387,2387,2387,"{'right': 'green_car_turn_right', 'down': 'empty', 'left': 'white_car_turn_right', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['green', 'white']]",[1 0 1 0],"[[1, 0, 0, 4, 4], [2, 4, 4, 0, 0], [1, 0, 0, 4, 4], [2, 4, 4, 0, 0]]","[1, 0, 1, 0]"
